"date","year","title","artist","main_artist","peak_pos","last_pos","weeks","rank","change","genre","broad_genre","energy","liveness","tempo","speechiness","acousticness","instrumentalness","time_signature","danceability","key","duration_ms","loudness","valence","mode","month","seasons"
2017-12-31,2017,"Feel It Still","portugal. the man","portugal the man",4,20,28,23,"-3","[u'modern rock', u'neo-psychedelic']","rock",0.795,0.0717,79.028,0.0504,0.0417,"0.000113","4",0.801,"1",163253,-5.115,0.754,"0","Dec","Winter"
2017-12-31,2017,"Greatest Love Story","lanco","lanco",45,60,17,58,"2","[u'contemporary country']","country",0.617,0.119,147.986,0.0561,0.401,"0","4",0.671,"10",222573,-8.72,0.62,"1","Dec","Winter"
2017-12-31,2017,"Gucci Gang","lil pump","lil pump",3,4,16,6,"-2","[]","unknown",0.523,0.117,119.889,0.0597,0.239,"0","4",0.936,"5",124056,-6.71,0.699,"1","Dec","Winter"
2017-12-31,2017,"Havana","camila cabello","camila cabello",2,3,20,3,"0","[u'dance pop', u'pop', u'post-teen pop']","pop",0.523,0.132,104.988,0.03,0.184,"3.56E-05","4",0.765,"2",217307,-4.333,0.394,"1","Dec","Winter"
2017-12-31,2017,"I Could Use A Love Song","maren morris","maren morris",75,81,19,81,"0","[u'contemporary country']","country",0.634,0.0866,92.097,0.0468,0.214,"0","4",0.638,"6",196422,-6.474,0.473,"1","Dec","Winter"
2017-12-31,2017,"I Fall Apart","post malone","post malone",16,16,14,16,"0","[u'pop', u'rap']","rap",0.543,0.199,143.916,0.0398,0.0777,"0","4",0.573,"8",223347,-5.357,0.308,"0","Dec","Winter"
2017-12-31,2017,"I Get The Bag","gucci mane","gucci mane",11,19,19,22,"-3","[u'dirty south rap', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.633,0.0993,139.948,0.168,0.0232,"0.000343","4",0.89,"11",233087,-5.475,0.425,"1","Dec","Winter"
2017-12-31,2017,"I'll Name The Dogs","blake shelton","blake shelton",58,65,16,63,"2","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.852,0.281,168.063,0.0933,0.163,"2.04E-06","4",0.47,"4",183200,-5.874,0.773,"1","Dec","Winter"
2017-12-31,2017,"Let Me Go","hailee steinfeld","hailee steinfeld",52,52,14,55,"-3","[u'dance pop', u'pop', u'post-teen pop']","pop",0.726,0.0745,103.001,0.054,0.032,"0","4",0.667,"8",174800,-4.172,0.77,"1","Dec","Winter"
2017-12-31,2017,"Light It Up","luke bryan","luke bryan",57,72,18,73,"-1","[u'contemporary country', u'country', u'country road']","country",0.929,0.103,130.024,0.0839,0.118,"0","4",0.602,"6",177306,-2.741,0.677,"0","Dec","Winter"
2017-12-31,2017,"Like I Loved You","brett young","brett young",54,56,14,56,"0","[u'contemporary country']","country",0.573,0.083,76.02,0.0292,0.179,"0","4",0.579,"1",207187,-5.991,0.637,"1","Dec","Winter"
2017-12-31,2017,"Look What You Made Me Do","taylor swift","taylor swift",1,76,19,66,"10","[u'dance pop', u'pop', u'post-teen pop']","pop",0.709,0.133,128.063,0.139,0.189,"1.72E-05","4",0.769,"9",211853,-6.432,0.514,"0","Dec","Winter"
2017-12-31,2017,"Losing Sleep","chris young","chris young",63,78,14,76,"2","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.621,0.389,92.003,0.0443,0.0715,"1.68E-06","4",0.584,"1",178253,-5.703,0.634,"1","Dec","Winter"
2017-12-31,2017,"Love.","kendrick lamar","kendrick lamar",11,22,27,11,"11","[u'hip hop', u'pop rap', u'rap', u'west coast rap']","rap",0.582,0.153,126.075,0.103,0.29,"0","4",0.798,"10",213400,-7.38,0.766,"1","Dec","Winter"
2017-12-31,2017,"Mi Gente","j balvin","j balvin",3,25,26,32,"-7","[u'latin', u'reggaeton']","unknown",0.678,0.128,102.681,0.0998,0.0164,"1.31E-05","4",0.535,"11",189440,-4.906,0.287,"0","Dec","Winter"
2017-12-31,2017,"New Rules","dua lipa","dua lipa",12,13,22,12,"1","[u'dance pop', u'pop', u'post-teen pop']","pop",0.696,0.179,116.054,0.0755,0.00256,"9.71E-06","4",0.771,"9",208827,-6.258,0.656,"0","Dec","Winter"
2017-12-31,2017,"No Limit","g-eazy","g-eazy",4,5,16,4,"1","[u'indie pop rap', u'rap']","rap",0.771,0.0853,175.957,0.244,0.0117,"0","4",0.838,"1",245387,-3.791,0.405,"1","Dec","Winter"
2017-12-31,2017,"Perfect","ed sheeran","ed sheeran",1,1,18,1,"0","[u'pop']","pop",0.299,0.123,94.992,0.0263,0.779,"0","3",0.587,"8",259550,-7.365,0.356,"1","Dec","Winter"
2017-12-31,2017,"Pills And Automobiles","chris brown","chris brown",46,53,16,57,"-4","[u'dance pop', u'pop', u'pop rap', u'r&b', u'rap']","r&b",0.696,0.231,144.981,0.182,0.119,"0","4",0.82,"7",292910,-4.918,0.617,"0","Dec","Winter"
2017-12-31,2017,"Plain Jane","a$ap ferg","a$ap ferg",26,26,14,31,"-5","[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']","rap",0.844,0.087,170.142,0.275,0.0651,"0","4",0.797,"11",173600,-5.482,0.52,"1","Dec","Winter"
2017-12-31,2017,"Rockin' Around The Christmas Tree","brenda lee","brenda lee",14,30,22,36,"-6","[u'adult standards', u'brill building pop', u'christmas', u'easy listening', u'lounge', u'nashville sound', u'rockabilly', u'traditional country']","country",0.56,0.462,141.285,0.0611,0.652,"0","4",0.676,"8",124520,-6.281,0.828,"1","Dec","Winter"
2017-12-31,2017,"Rockstar","post malone","post malone",1,2,15,2,"0","[u'pop', u'rap']","rap",0.535,0.143,159.764,0.0776,0.13,"0.00013","4",0.575,"5",218320,-6.637,0.127,"0","Dec","Winter"
2017-12-31,2017,"Roll In Peace","kodak black","kodak black",51,51,19,51,"0","[u'pop', u'rap', u'southern hip hop', u'trap music']","rap",0.524,0.2,140.053,0.245,0.0306,"0","4",0.747,"10",213132,-6.807,0.363,"0","Dec","Winter"
2017-12-31,2017,"Round Here Buzz","eric church","eric church",68,70,14,72,"-2","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.427,0.107,76.08,0.0336,0.0446,"2.32E-05","4",0.639,"2",214627,-9.013,0.457,"1","Dec","Winter"
2017-12-31,2017,"Shape Of You","ed sheeran","ed sheeran",1,24,51,19,"5","[u'pop']","pop",0.652,0.0931,95.977,0.0802,0.581,"0","4",0.825,"1",233713,-3.183,0.931,"0","Dec","Winter"
2017-12-31,2017,"Silence","marshmello","marshmello",30,39,20,44,"-5","[u'brostep', u'progressive electro house']","edm",0.761,0.17,141.971,0.0853,0.256,"4.96E-06","4",0.52,"4",180823,-3.093,0.286,"1","Dec","Winter"
2017-12-31,2017,"Sky Walker","miguel","miguel",35,41,14,41,"0","[u'dance pop', u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap']","r&b",0.506,0.0866,145.965,0.0434,0.173,"0","4",0.674,"6",259333,-10.532,0.183,"1","Dec","Winter"
2017-12-31,2017,"Sorry Not Sorry","demi lovato","demi lovato",6,21,25,20,"1","[u'dance pop', u'pop', u'post-teen pop']","pop",0.635,0.283,144.004,0.265,0.0223,"0","4",0.702,"11",203760,-6.917,0.873,"0","Dec","Winter"
2017-12-31,2017,"That's What I Like","bruno mars","bruno mars",1,48,50,37,"11","[u'dance pop', u'pop', u'post-teen pop']","pop",0.56,0.0944,134.066,0.0406,0.013,"0","4",0.853,"1",206693,-4.961,0.86,"1","Dec","Winter"
2017-12-31,2017,"The Race","tay-k","tay-k",44,68,20,64,"4","[u'rap', u'trap music', u'underground hip hop', u'vapor trap']","rap",0.606,0.166,160.223,0.456,0.00266,"0","4",0.766,"9",140000,-6.064,0.352,"1","Dec","Winter"
2017-12-31,2017,"The Way Life Goes","lil uzi vert","lil uzi vert",24,27,18,35,"-8","[u'pop', u'rap', u'trap music']","rap",0.757,0.106,82.008,0.05,0.617,"0","4",0.703,"1",221747,-3.612,0.696,"1","Dec","Winter"
2017-12-31,2017,"The Weekend","sza","sza",29,29,22,33,"-4","[u'indie r&b', u'pop', u'r&b', u'rap']","r&b",0.573,0.126,101.925,0.0585,0.495,"0","4",0.775,"11",171806,-4.933,0.667,"1","Dec","Winter"
2017-12-31,2017,"Thunder","imagine dragons","imagine dragons",4,6,35,5,"1","[u'modern rock', u'vegas indie']","rock",0.809,0.145,167.96,0.0441,0.00763,"0.0757","4",0.601,"0",187147,-4.814,0.249,"1","Dec","Winter"
2017-12-31,2017,"Too Good At Goodbyes","sam smith","sam smith",4,8,16,8,"0","[u'pop', u'post-teen pop']","pop",0.373,0.177,91.5,0.0505,0.615,"0","4",0.661,"5",201000,-8.249,0.523,"1","Dec","Winter"
2017-12-31,2017,"Unforgettable","french montana","french montana",3,47,38,47,"0","[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.769,0.104,97.985,0.123,0.0293,"0.0101","4",0.726,"6",233902,-5.043,0.733,"1","Dec","Winter"
2017-12-31,2017,"What About Us","p!nk","p!nk",13,62,21,48,"14","[u'dance pop', u'pop', u'post-teen pop', u'r&b']","r&b",0.588,0.0906,113.617,0.0507,0.0285,"2.11E-06","4",0.489,"1",269600,-6.177,0.187,"1","Dec","Winter"
2017-12-31,2017,"What Lovers Do","maroon 5","maroon 5",9,17,18,21,"-4","[u'pop']","pop",0.612,0.0852,109.959,0.0693,0.0805,"3.83E-06","4",0.792,"5",199849,-5.212,0.42,"0","Dec","Winter"
2017-12-31,2017,"Young Dumb & Broke","khalid","khalid",18,33,24,18,"15","[u'indie r&b', u'pop', u'rap']","r&b",0.539,0.165,136.949,0.0421,0.199,"1.66E-05","4",0.798,"1",202547,-6.351,0.394,"1","Dec","Winter"
2017-12-30,2017,"Humble.","kendrick lamar","kendrick lamar",1,50,37,47,"3","[u'hip hop', u'pop rap', u'rap', u'west coast rap']","rap",0.611,0.0976,150.02,0.0888,0.000259,"2.03E-05","4",0.904,"1",177000,-6.842,0.4,"0","Dec","Winter"
2017-12-30,2017,"Jocelyn Flores","xxxtentacion","xxxtentacion",31,87,16,98,"-11","[]","unknown",0.391,0.297,134.021,0.242,0.469,"4.13E-06","4",0.872,"0",119133,-9.144,0.437,"0","Dec","Winter"
2017-12-30,2017,"There's Nothing Holdin' Me Back","shawn mendes","shawn mendes",6,46,34,48,"-2","[u'canadian pop', u'pop', u'post-teen pop', u'viral pop']","pop",0.799,0.091,121.991,0.0589,0.357,"0","4",0.858,"2",199440,-4.034,0.966,"1","Dec","Winter"
2017-12-30,2017,"Unforgettable","thomas rhett","thomas rhett",47,69,20,71,"-2","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.738,0.0856,130.02,0.0303,0.032,"0.000225","4",0.663,"7",157080,-5.48,0.825,"1","Dec","Winter"
2017-12-30,2017,"When It Rains It Pours","luke combs","luke combs",33,65,20,68,"-3","[u'contemporary country', u'country road']","country",0.801,0.265,128.027,0.0303,0.013,"6.03E-06","4",0.551,"6",240760,-5.069,0.625,"1","Dec","Winter"
2017-12-21,2017,"Congratulations","post malone","post malone",8,45,50,49,"-4","[u'pop', u'rap']","rap",0.812,0.212,123.071,0.0358,0.198,"0","4",0.627,"6",220293,-4.215,0.504,"1","Dec","Winter"
2017-12-21,2017,"Shape Of You","ed sheeran","ed sheeran",1,26,48,25,"1","[u'pop']","pop",0.652,0.0931,95.977,0.0802,0.581,"0","4",0.825,"1",233713,-3.183,0.931,"0","Dec","Winter"
2017-12-21,2017,"Despacito","luis fonsi","luis fonsi",1,23,47,32,"-9","[u'latin', u'latin pop', u'pop']","pop",0.815,0.091,88.357,0.152,0.222,"0","4",0.63,"2",228827,-4.265,0.813,"1","Dec","Winter"
2017-12-21,2017,"That's What I Like","bruno mars","bruno mars",1,37,47,40,"-3","[u'dance pop', u'pop', u'post-teen pop']","pop",0.56,0.0944,134.066,0.0406,0.013,"0","4",0.853,"1",206693,-4.961,0.86,"1","Dec","Winter"
2017-12-21,2017,"Believer","imagine dragons","imagine dragons",4,25,44,30,"-5","[u'modern rock', u'vegas indie']","rock",0.78,0.118,124.953,0.102,0.0492,"0","4",0.784,"10",204347,-4.275,0.722,"0","Dec","Winter"
2017-12-21,2017,"Humble.","kendrick lamar","kendrick lamar",1,47,36,50,"-3","[u'hip hop', u'pop rap', u'rap', u'west coast rap']","rap",0.611,0.0976,150.02,0.0888,0.000259,"2.03E-05","4",0.904,"1",177000,-6.842,0.4,"0","Dec","Winter"
2017-12-21,2017,"Unforgettable","french montana","french montana",3,24,35,34,"-10","[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.769,0.104,97.985,0.123,0.0293,"0.0101","4",0.726,"6",233902,-5.043,0.733,"1","Dec","Winter"
2017-12-21,2017,"Attention","charlie puth","charlie puth",5,30,33,36,"-6","[u'dance pop', u'pop', u'post-teen pop', u'viral pop']","pop",0.626,0.0848,100.041,0.0432,0.0969,"3.12E-05","4",0.774,"3",211475,-4.432,0.777,"0","Dec","Winter"
2017-12-21,2017,"There's Nothing Holdin' Me Back","shawn mendes","shawn mendes",6,42,33,46,"-4","[u'canadian pop', u'pop', u'post-teen pop', u'viral pop']","pop",0.799,0.091,121.991,0.0589,0.357,"0","4",0.858,"2",199440,-4.034,0.966,"1","Dec","Winter"
2017-12-21,2017,"Thunder","imagine dragons","imagine dragons",4,5,32,5,"0","[u'modern rock', u'vegas indie']","rock",0.809,0.145,167.96,0.0441,0.00763,"0.0757","4",0.601,"0",187147,-4.814,0.249,"1","Dec","Winter"
2017-12-21,2017,"1-800-273-8255","logic","logic",3,14,32,19,"-5","[u'rap']","rap",0.572,0.192,100.015,0.0387,0.57,"0","4",0.629,"5",250173,-7.733,0.386,"0","Dec","Winter"
2017-12-21,2017,"Feel It Still","portugal. the man","portugal the man",4,10,25,12,"-2","[u'modern rock', u'neo-psychedelic']","rock",0.795,0.0717,79.028,0.0504,0.0417,"0.000113","4",0.801,"1",163253,-5.115,0.754,"0","Dec","Winter"
2017-12-21,2017,"Love.","kendrick lamar","kendrick lamar",18,27,24,27,"0","[u'hip hop', u'pop rap', u'rap', u'west coast rap']","rap",0.582,0.153,126.075,0.103,0.29,"0","4",0.798,"10",213400,-7.38,0.766,"1","Dec","Winter"
2017-12-21,2017,"Bodak Yellow (Money Moves)","cardi b","cardi b",1,7,23,9,"-2","[u'pop']","pop",0.703,0.231,125.022,0.103,0.0659,"0","4",0.926,"11",223713,-6.337,0.485,"0","Dec","Winter"
2017-12-21,2017,"Mi Gente","j balvin","j balvin",3,13,23,18,"-5","[u'latin', u'reggaeton']","unknown",0.678,0.128,102.681,0.0998,0.0164,"1.31E-05","4",0.535,"11",189440,-4.906,0.287,"0","Dec","Winter"
2017-12-21,2017,"Sorry Not Sorry","demi lovato","demi lovato",6,12,22,16,"-4","[u'dance pop', u'pop', u'post-teen pop']","pop",0.635,0.283,144.004,0.265,0.0223,"0","4",0.702,"11",203760,-6.917,0.873,"0","Dec","Winter"
2017-12-21,2017,"Bank Account","21 savage","21 savage",12,18,22,24,"-6","[u'pop', u'rap', u'trap music']","rap",0.346,0.0871,75.016,0.351,0.0151,"7.04E-06","4",0.884,"8",220307,-8.228,0.376,"0","Dec","Winter"
2017-12-21,2017,"All I Want For Christmas Is You","mariah carey","mariah carey",11,21,21,11,"10","[u'dance pop', u'hip pop', u'pop', u'pop rap', u'post-teen pop', u'r&b', u'urban contemporary']","r&b",0.625,0.0708,150.277,0.0386,0.164,"0","4",0.335,"7",241107,-7.462,0.346,"1","Dec","Winter"
2017-12-21,2017,"Young Dumb & Broke","khalid","khalid",22,22,21,28,"-6","[u'indie r&b', u'pop', u'rap']","r&b",0.539,0.165,136.949,0.0421,0.199,"1.66E-05","4",0.798,"1",202547,-6.351,0.394,"1","Dec","Winter"
2017-12-21,2017,"New Rules","dua lipa","dua lipa",15,15,19,17,"-2","[u'dance pop', u'pop', u'post-teen pop']","pop",0.696,0.179,116.054,0.0755,0.00256,"9.71E-06","4",0.771,"9",208827,-6.258,0.656,"0","Dec","Winter"
2017-12-21,2017,"Rockin' Around The Christmas Tree","brenda lee","brenda lee",14,0,19,37,"Re-Entry","[u'adult standards', u'brill building pop', u'christmas', u'easy listening', u'lounge', u'nashville sound', u'rockabilly', u'traditional country']","country",0.56,0.462,141.285,0.0611,0.652,"0","4",0.676,"8",124520,-6.281,0.828,"1","Dec","Winter"
2017-12-21,2017,"The Weekend","sza","sza",37,38,19,38,"0","[u'indie r&b', u'pop', u'r&b', u'rap']","r&b",0.573,0.126,101.925,0.0585,0.495,"0","4",0.775,"11",171806,-4.933,0.667,"1","Dec","Winter"
2017-12-21,2017,"When It Rains It Pours","luke combs","luke combs",33,56,19,65,"-9","[u'contemporary country', u'country road']","country",0.801,0.265,128.027,0.0303,0.013,"6.03E-06","4",0.551,"6",240760,-5.069,0.625,"1","Dec","Winter"
2017-12-21,2017,"Unforgettable","thomas rhett","thomas rhett",47,59,19,69,"-10","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.738,0.0856,130.02,0.0303,0.032,"0.000225","4",0.663,"7",157080,-5.48,0.825,"1","Dec","Winter"
2017-12-21,2017,"What About Us","p!nk","p!nk",13,33,18,51,"-18","[u'dance pop', u'pop', u'post-teen pop', u'r&b']","r&b",0.588,0.0906,113.617,0.0507,0.0285,"2.11E-06","4",0.489,"1",269600,-6.177,0.187,"1","Dec","Winter"
2017-12-21,2017,"The Race","tay-k","tay-k",44,77,18,74,"3","[u'rap', u'trap music', u'underground hip hop', u'vapor trap']","rap",0.606,0.166,160.223,0.456,0.00266,"0","4",0.766,"9",140000,-6.064,0.352,"1","Dec","Winter"
2017-12-21,2017,"Havana","camila cabello","camila cabello",2,2,17,3,"-1","[u'dance pop', u'pop', u'post-teen pop']","pop",0.523,0.132,104.988,0.03,0.184,"3.56E-05","4",0.765,"2",217307,-4.333,0.394,"1","Dec","Winter"
2017-12-21,2017,"Silence","marshmello","marshmello",33,36,17,33,"3","[u'brostep', u'progressive electro house']","edm",0.761,0.17,141.971,0.0853,0.256,"4.96E-06","4",0.52,"4",180823,-3.093,0.286,"1","Dec","Winter"
2017-12-21,2017,"I Get The Bag","gucci mane","gucci mane",11,16,16,14,"2","[u'dirty south rap', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.633,0.0993,139.948,0.168,0.0232,"0.000343","4",0.89,"11",233087,-5.475,0.425,"1","Dec","Winter"
2017-12-21,2017,"Roll In Peace","kodak black","kodak black",53,57,16,56,"1","[u'pop', u'rap', u'southern hip hop', u'trap music']","rap",0.524,0.2,140.053,0.245,0.0306,"0","4",0.747,"10",213132,-6.807,0.363,"0","Dec","Winter"
2017-12-21,2017,"Look What You Made Me Do","taylor swift","taylor swift",1,60,16,72,"-12","[u'dance pop', u'pop', u'post-teen pop']","pop",0.709,0.133,128.063,0.139,0.189,"1.72E-05","4",0.769,"9",211853,-6.432,0.514,"0","Dec","Winter"
2017-12-21,2017,"I Could Use A Love Song","maren morris","maren morris",75,78,16,80,"-2","[u'contemporary country']","country",0.634,0.0866,92.097,0.0468,0.214,"0","4",0.638,"6",196422,-6.474,0.473,"1","Dec","Winter"
2017-12-21,2017,"Transportin'","kodak black","kodak black",46,87,16,92,"-5","[u'pop', u'rap', u'southern hip hop', u'trap music']","rap",0.66,0.103,94.053,0.0726,0.0319,"0","4",0.804,"10",169345,-4.86,0.257,"0","Dec","Winter"
2017-12-21,2017,"Perfect","ed sheeran","ed sheeran",1,3,15,1,"2","[u'pop']","pop",0.299,0.123,94.992,0.0263,0.779,"0","3",0.587,"8",259550,-7.365,0.356,"1","Dec","Winter"
2017-12-21,2017,"What Lovers Do","maroon 5","maroon 5",9,9,15,10,"-1","[u'pop']","pop",0.612,0.0852,109.959,0.0693,0.0805,"3.83E-06","4",0.792,"5",199849,-5.212,0.42,"0","Dec","Winter"
2017-12-21,2017,"The Way Life Goes","lil uzi vert","lil uzi vert",29,39,15,29,"10","[u'pop', u'rap', u'trap music']","rap",0.757,0.106,82.008,0.05,0.617,"0","4",0.703,"1",221747,-3.612,0.696,"1","Dec","Winter"
2017-12-21,2017,"Light It Up","luke bryan","luke bryan",57,58,15,57,"1","[u'contemporary country', u'country', u'country road']","country",0.929,0.103,130.024,0.0839,0.118,"0","4",0.602,"6",177306,-2.741,0.677,"0","Dec","Winter"
2017-12-21,2017,"Jocelyn Flores","xxxtentacion","xxxtentacion",31,85,15,87,"-2","[]","unknown",0.391,0.297,134.021,0.242,0.469,"4.13E-06","4",0.872,"0",119133,-9.144,0.437,"0","Dec","Winter"
2017-12-21,2017,"Sauce It Up","lil uzi vert","lil uzi vert",49,96,15,100,"-4","[u'pop', u'rap', u'trap music']","rap",0.528,0.125,79.532,0.313,0.0715,"0","4",0.813,"6",207039,-6.305,0.131,"0","Dec","Winter"
2017-12-21,2017,"Bad At Love","halsey","halsey",8,11,14,8,"3","[u'dance pop', u'etherpop', u'indie poptimism', u'pop', u'post-teen pop']","rock",0.736,0.0879,118.369,0.0302,0.06,"0","4",0.675,"0",181279,-3.604,0.607,"1","Dec","Winter"
2017-12-21,2017,"...Ready For It?","taylor swift","taylor swift",4,31,14,43,"-12","[u'dance pop', u'pop', u'post-teen pop']","pop",0.776,0.155,160.053,0.127,0.0609,"0","4",0.616,"2",208187,-6.519,0.459,"1","Dec","Winter"
2017-12-21,2017,"Greatest Love Story","lanco","lanco",45,48,14,54,"-6","[u'contemporary country']","country",0.617,0.119,147.986,0.0561,0.401,"0","4",0.671,"10",222573,-8.72,0.62,"1","Dec","Winter"
2017-12-16,2017,"Slow Hands","niall horan","niall horan",11,40,31,50,"-10","[u'pop', u'post-teen pop']","pop",0.429,0.0574,85.899,0.0519,0.0133,"0","4",0.726,"0",188174,-6.623,0.871,"1","Dec","Winter"
2017-12-16,2017,"Strip That Down","liam payne","liam payne",10,36,28,41,"-5","[u'dance pop', u'pop', u'post-teen pop']","pop",0.488,0.0767,106.008,0.0537,0.221,"0","4",0.87,"6",204502,-5.586,0.519,"1","Dec","Winter"
2017-12-16,2017,"Do Re Mi","blackbear","blackbear",40,41,25,44,"-3","[u'pop']","pop",0.599,0.126,110.977,0.0465,0.00419,"1.02E-05","3",0.742,"8",212027,-6.256,0.154,"1","Dec","Winter"
2017-12-16,2017,"Rake It Up","yo gotti","yo gotti",8,27,22,34,"-7","[u'dirty south rap', u'dwn trap', u'gangster rap', u'hip hop', u'memphis hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.444,0.137,149.953,0.344,0.022,"0","4",0.91,"1",276333,-8.126,0.53,"0","Dec","Winter"
2017-12-16,2017,"Praying","kesha","kesha",22,26,21,35,"-9","[u'dance pop', u'pop', u'pop rap', u'post-teen pop']","rap",0.381,0.109,73.483,0.0302,0.48,"0","4",0.565,"10",230269,-7.204,0.325,"1","Dec","Winter"
2017-12-16,2017,"Fix A Drink","chris janson","chris janson",67,78,14,90,"-12","[u'contemporary country', u'country', u'country road', u'lift kit', u'modern country rock', u'redneck']","country",0.887,0.352,158.05,0.0857,0.0297,"0","4",0.563,"1",188933,-5.013,0.794,"1","Dec","Winter"
2017-12-09,2017,"Glorious","macklemore","macklemore",49,0,19,93,"Re-Entry","[]","rap",0.794,0.112,139.994,0.0522,0.0323,"2.59E-05","4",0.731,"0",220454,-5.126,0.356,"0","Dec","Winter"
2017-12-09,2017,"Every Little Thing","carly pearce","carly pearce",50,72,17,84,"-12","[u'contemporary country']","country",0.444,0.0954,139.775,0.0417,0.44,"5.46E-06","4",0.637,"0",180053,-6.355,0.319,"1","Dec","Winter"
2017-12-09,2017,"Relationship","young thug","young thug",65,86,14,81,"5","[u'dwn trap', u'gangster rap', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.597,0.124,145.992,0.0627,0.00252,"0","4",0.842,"2",215307,-6.336,0.298,"1","Dec","Winter"
2017-12-02,2017,"Something Just Like This","the chainsmokers","the chainsmokers",3,42,39,49,"-7","[u'edm', u'pop', u'tropical house']","edm",0.649,0.174,102.996,0.0362,0.0306,"2.46E-05","4",0.607,"11",247627,-6.695,0.505,"0","Dec","Winter"
2017-12-02,2017,"XO TOUR Llif3","lil uzi vert","lil uzi vert",7,45,34,48,"-3","[u'pop', u'rap', u'trap music']","rap",0.75,0.109,155.096,0.231,0.00264,"0","4",0.732,"11",182707,-6.366,0.401,"0","Dec","Winter"
2017-12-02,2017,"What Ifs","kane brown","kane brown",26,39,23,43,"-4","[u'contemporary country', u'country road']","country",0.799,0.172,125.976,0.0275,0.00898,"0","4",0.612,"10",188253,-4.603,0.687,"1","Dec","Winter"
