"date","year","title","artist","main_artist","peak_pos","last_pos","weeks","rank","change","genre","broad_genre","energy","liveness","tempo","speechiness","acousticness","instrumentalness","time_signature","danceability","key","duration_ms","loudness","valence","mode","month","seasons"
2016-08-13,2016,"Light It Up","major lazer","major lazer",73,92,20,98,"-6","[u'dance pop', u'edm', u'electro house', u'moombahton', u'pop']","edm",0.877,0.233,107.991,0.0664,0.0375,"0.000833","4",0.747,"9",166138,-3.782,0.752,"0","Aug","Summer"
2016-08-06,2016,"Never Forget You","zara larsson","zara larsson",13,40,23,49,"-9","[u'dance pop', u'edm', u'pop', u'post-teen pop', u'swedish pop', u'tropical house']","edm",0.732,0.269,145.992,0.0457,0.00312,"9.86E-06","4",0.583,"11",213428,-5.728,0.276,"0","Aug","Summer"
2016-08-06,2016,"Lost Boy","ruth b","ruth b",24,27,22,43,"-16","[u'pop', u'post-teen pop', u'viral pop']","pop",0.0565,0.0889,123.994,0.0534,0.965,"0","4",0.71,"7",275280,-15.099,0.348,"1","Aug","Summer"
2016-08-06,2016,"No","meghan trainor","meghan trainor",3,78,20,85,"-7","[u'dance pop', u'hip pop', u'pop', u'post-teen pop', u'r&b']","r&b",0.809,0.726,93.95,0.176,0.0116,"2.77E-06","4",0.742,"1",213524,-3.591,0.632,"0","Aug","Summer"
2016-08-06,2016,"Body","dreezy","dreezy",62,96,18,99,"-3","[u'deep pop r&b', u'drill', u'hip pop', u'indie r&b', u'pop', u'r&b', u'trap music']","r&b",0.561,0.0551,149.992,0.0795,0.578,"0","4",0.724,"0",232720,-5.912,0.569,"1","Aug","Summer"
2016-07-30,2016,"Me, Myself & I","g-eazy","g-eazy",7,42,37,49,"-7","[u'indie pop rap', u'rap']","rap",0.686,0.11,111.977,0.0869,0.0174,"0","4",0.755,"0",252142,-6.106,0.386,"0","Jul","Summer"
2016-07-30,2016,"Pillowtalk","zayn","zayn",1,38,24,48,"-10","[u'dance pop', u'pop', u'post-teen pop']","pop",0.702,0.089,124.909,0.0496,0.104,"0","4",0.588,"11",203686,-4.271,0.429,"1","Jul","Summer"
2016-07-30,2016,"T-Shirt","thomas rhett","thomas rhett",41,68,20,68,"0","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.855,0.0187,95.975,0.0394,0.0278,"1.02E-06","4",0.644,"2",227187,-5.376,0.745,"1","Jul","Summer"
2016-07-30,2016,"Came Here To Forget","blake shelton","blake shelton",36,86,19,90,"-4","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.664,0.11,130.034,0.0283,0.334,"1.93E-05","4",0.613,"4",220347,-6.835,0.513,"1","Jul","Summer"
2016-07-30,2016,"Noise","kenny chesney","kenny chesney",72,73,14,84,"-11","[u'contemporary country', u'country', u'country road']","country",0.803,0.0789,109.967,0.0279,0.0081,"0","4",0.574,"0",206533,-4.064,0.559,"1","Jul","Summer"
2016-07-23,2016,"Oui","jeremih","jeremih",19,44,27,49,"-5","[u'dance pop', u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'trap music', u'urban contemporary']","r&b",0.687,0.107,119.816,0.0557,0.223,"0","4",0.702,"5",238480,-4.339,0.585,"1","Jul","Summer"
2016-07-23,2016,"Cut It","o.t. genasis","ot genasis",35,39,20,40,"-1","[u'dwn trap', u'gangster rap', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.673,0.292,130,0.0932,0.135,"0","4",0.875,"7",222600,-4.184,0.231,"1","Jul","Summer"
2016-07-23,2016,"Wild Things","alessia cara","alessia cara",50,66,20,77,"-11","[u'dance pop', u'pop', u'post-teen pop']","pop",0.635,0.0818,107.958,0.0826,0.0184,"0","4",0.742,"1",188520,-4.848,0.719,"0","Jul","Summer"
2016-07-23,2016,"The Sound Of Silence","disturbed","disturbed",42,79,20,79,"0","[u'alternative metal', u'nu metal', u'post-grunge']","unknown",0.28,0.102,85.794,0.0281,0.468,"1.10E-06","4",0.322,"6",248467,-9.367,0.175,"0","Jul","Summer"
2016-07-16,2016,"Really Really","kevin gates","kevin gates",46,46,26,50,"-4","[u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.659,0.128,118.805,0.0823,0.0044,"0","4",0.77,"0",232090,-6.033,0.248,"1","Jul","Summer"
2016-07-16,2016,"Think Of You","chris young","chris young",40,84,20,87,"-3","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.893,0.111,111.959,0.0375,0.000937,"0","4",0.616,"11",218947,-3.588,0.567,"1","Jul","Summer"
2016-07-09,2016,"2 Phones","kevin gates","kevin gates",17,42,25,45,"-3","[u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.682,0.173,121.925,0.356,0.156,"0","4",0.895,"7",240000,-5.268,0.563,"0","Jul","Summer"
2016-07-09,2016,"Humble And Kind","tim mcgraw","tim mcgraw",30,41,20,52,"-11","[u'contemporary country', u'country', u'country road']","country",0.478,0.122,151.397,0.0272,0.686,"1.07E-06","3",0.474,"11",257347,-7.233,0.142,"1","Jul","Summer"
2016-07-02,2016,"Exchange","bryson tiller","bryson tiller",26,38,34,46,"-8","[u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap', u'trap music']","r&b",0.433,0.135,160.14,0.185,0.108,"0","4",0.53,"6",194613,-10.598,0.274,"1","Jul","Summer"
2016-07-02,2016,"Somewhere On A Beach","dierks bentley","dierks bentley",35,57,20,58,"-1","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.659,0.0799,144.029,0.0307,0.000544,"0","4",0.569,"7",199893,-6.377,0.429,"1","Jul","Summer"
2016-07-02,2016,"Might Not","belly","belly",68,84,17,96,"-12","[u'boston rock', u'indie r&b', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'trap soul']","r&b",0.563,0.0799,133.986,0.0708,0.283,"0","4",0.791,"1",224640,-4.86,0.261,"1","Jul","Summer"
2016-06-25,2016,"Middle","dj snake","dj snake",20,44,21,49,"-5","[u'dance pop', u'edm', u'electronic trap', u'pop', u'tropical house']","edm",0.745,0.0542,104.941,0.0385,0.0161,"0","4",0.604,"9",220573,-4.103,0.205,"1","Jun","Summer"
2016-06-25,2016,"My Church","maren morris","maren morris",50,57,20,56,"1","[u'contemporary country']","country",0.726,0.106,76.981,0.0361,0.254,"3.01E-06","4",0.515,"9",197947,-4.332,0.66,"1","Jun","Summer"
2016-06-25,2016,"Snapback","old dominion","old dominion",50,55,20,70,"-15","[u'contemporary country', u'country road']","country",0.793,0.1,100.991,0.0333,0.305,"3.23E-06","4",0.687,"5",206507,-3.577,0.673,"1","Jun","Summer"
2016-06-25,2016,"Youth","troye sivan","troye sivan",23,90,18,100,"-10","[u'dance pop', u'pop', u'post-teen pop', u'south african pop', u'viral pop']","pop",0.749,0.085,91.526,0.0435,0.0558,"0","4",0.616,"7",185194,-4.454,0.574,"1","Jun","Summer"
2016-06-25,2016,"Mind Reader","dustin lynch","dustin lynch",57,72,16,87,"-15","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.8,0.184,162.053,0.0413,0.0266,"0","4",0.394,"4",185413,-4.17,0.525,"0","Jun","Summer"
2016-06-25,2016,"Piece By Piece","kelly clarkson","kelly clarkson",8,91,15,95,"-4","[u'dance pop', u'neo mellow', u'pop', u'pop rock', u'post-teen pop', u'r&b', u'talent show']","r&b",0.808,0.0918,106.029,0.0408,0.000953,"1.53E-06","4",0.59,"1",257747,-6.728,0.601,"1","Jun","Summer"
2016-06-18,2016,"My Boo","ghost town dj's","ghost town dj's",27,40,36,47,"-7","[]","rap",0.477,0.336,130.078,0.0664,0.000131,"0.000664","4",0.885,"6",346840,-9.196,0.691,"0","Jun","Summer"
2016-06-11,2016,"One Call Away","charlie puth","charlie puth",12,42,26,46,"-4","[u'dance pop', u'pop', u'post-teen pop', u'viral pop']","pop",0.62,0.113,91.008,0.035,0.417,"0","4",0.665,"1",192075,-5.43,0.451,"1","Jun","Summer"
2016-06-04,2016,"Stitches","shawn mendes","shawn mendes",4,34,52,41,"-7","[u'canadian pop', u'pop', u'post-teen pop', u'viral pop']","pop",0.744,0.0447,149.961,0.0671,0.0186,"0","4",0.751,"10",206880,-6.604,0.77,"0","Jun","Summer"
2016-06-04,2016,"Don't","bryson tiller","bryson tiller",13,46,34,49,"-3","[u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap', u'trap music']","r&b",0.331,0.0938,97.066,0.262,0.242,"0","4",0.743,"4",200213,-6.027,0.218,"0","Jun","Summer"
2016-06-04,2016,"Roses","the chainsmokers","the chainsmokers",6,42,31,48,"-6","[u'edm', u'pop', u'tropical house']","edm",0.808,0.225,100.033,0.0473,0.0299,"0.00414","4",0.718,"4",225813,-7.652,0.309,"1","Jun","Summer"
2016-06-04,2016,"Promise","kid ink","kid ink",57,89,14,100,"-11","[u'dance pop', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.469,0.0753,103.057,0.0646,0.0599,"0","4",0.797,"8",224240,-8.112,0.481,"1","Jun","Summer"
2015-08-29,2015,"You Know You Like It","dj snake","dj snake",13,40,21,43,"-3","[u'dance pop', u'edm', u'electronic trap', u'pop', u'tropical house']","edm",0.722,0.262,196.133,0.196,0.0113,"1.27E-06","4",0.426,"5",247267,-5.369,0.25,"0","Aug","Summer"
2015-08-29,2015,"Commas","future","future",55,86,20,95,"-9","[u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']","rap",0.561,0.133,139.962,0.218,0.0357,"0.000237","4",0.878,"11",236748,-5.978,0.332,"0","Aug","Summer"
2015-08-22,2015,"Take Your Time","sam hunt","sam hunt",20,37,32,45,"-8","[u'contemporary country']","country",0.723,0.212,157.998,0.0453,0.102,"0","4",0.553,"11",243707,-5.607,0.473,"1","Aug","Summer"
2015-08-22,2015,"Slow Motion","trey songz","trey songz",26,39,26,49,"-10","[u'dance pop', u'hip pop', u'indie r&b', u'pop', u'pop rap', u'r&b', u'southern hip hop', u'urban contemporary']","r&b",0.408,0.11,94.947,0.0388,0.679,"3.92E-05","4",0.733,"7",197854,-7.834,0.291,"0","Aug","Summer"
2015-08-22,2015,"Love You Like That","canaan smith","canaan smith",46,69,20,84,"-15","[u'contemporary country', u'country', u'country road', u'lift kit', u'modern country rock']","country",0.789,0.0956,145.096,0.0297,0.00908,"0.000396","4",0.563,"11",205840,-3.949,0.748,"1","Aug","Summer"
2015-08-22,2015,"The Matrimony","wale","wale",70,88,19,98,"-10","[u'dance pop', u'dirty south rap', u'gangster rap', u'hip hop', u'indie r&b', u'pop', u'pop rap', u'r&b', u'rap', u'southern hip hop', u'trap music', u'urban contemporary']","r&b",0.712,0.0642,78.015,0.384,0.438,"0","4",0.416,"5",395951,-6.671,0.581,"0","Aug","Summer"
2015-08-22,2015,"Crushin' It","brad paisley","brad paisley",66,86,15,97,"-11","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.823,0.0984,108.99,0.0483,0.0385,"1.35E-06","4",0.595,"2",220147,-5.864,0.745,"1","Aug","Summer"
2015-08-15,2015,"Shake It Off","taylor swift","taylor swift",1,47,50,50,"-3","[u'dance pop', u'pop', u'post-teen pop']","pop",0.727,0.255,160.069,0.202,0.0554,"1.15E-06","4",0.631,"7",219209,-7.18,0.939,"1","Aug","Summer"
2015-08-15,2015,"Elastic Heart","sia","sia",17,41,30,44,"-3","[u'australian dance', u'dance pop', u'pop']","pop",0.791,0.146,130.075,0.0496,0.0117,"1.48E-05","4",0.421,"9",257200,-4.998,0.499,"1","Aug","Summer"
2015-08-15,2015,"Girl Crush","little big town","little big town",18,36,24,42,"-6","[u'contemporary country', u'country', u'country dawn', u'country road', u'modern country rock']","country",0.219,0.112,173.799,0.0317,0.843,"0","3",0.506,"0",193320,-10.18,0.362,"1","Aug","Summer"
2015-08-15,2015,"Bright","echosmith","echosmith",40,80,20,92,"-12","[]","unknown",0.428,0.679,98.817,0.0444,0.457,"0","4",0.536,"7",201990,-9.608,0.366,"1","Aug","Summer"
2015-08-15,2015,"Love Me Like You Mean It","kelsea ballerini","kelsea ballerini",45,76,18,87,"-11","[u'contemporary country', u'country', u'indonesian jazz']","country",0.849,0.304,151.966,0.0511,0.0556,"0","4",0.648,"4",199277,-5.901,0.82,"1","Aug","Summer"
2015-08-08,2015,"Sippin' On Fire","florida georgia line","florida georgia line",40,85,20,94,"-9","[u'contemporary country', u'country road', u'modern country rock']","country",0.918,0.347,142.98,0.0333,0.00632,"5.72E-06","4",0.483,"10",193640,-3.214,0.701,"1","Aug","Summer"
2015-08-08,2015,"Baby Be My Love Song","easton corbin","easton corbin",56,72,16,92,"-20","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.721,0.311,167.918,0.0493,0.048,"0","4",0.487,"0",200373,-6.146,0.524,"1","Aug","Summer"
2015-08-01,2015,"Style","taylor swift","taylor swift",6,48,32,48,"0","[u'dance pop', u'pop', u'post-teen pop']","pop",0.727,0.205,94.988,0.0345,0.00192,"0.0341","4",0.588,"7",235500,-6.794,0.387,"1","Aug","Summer"
2015-08-01,2015,"Somebody","natalie la rose","natalie la rose",10,49,26,43,"6","[]","unknown",0.534,0.0689,104.972,0.0385,0.00108,"1.18E-05","4",0.845,"0",189907,-8.722,0.726,"1","Aug","Summer"
2015-08-01,2015,"Don't It","billy currington","billy currington",44,87,20,82,"5","[u'contemporary country', u'country', u'country road', u'modern country rock']","country",0.84,0.317,90.969,0.0377,0.0533,"0","4",0.577,"1",187920,-4.364,0.682,"1","Aug","Summer"
2015-08-01,2015,"I Really Like You","carly rae jepsen","carly rae jepsen",39,92,20,93,"-1","[u'canadian pop', u'dance pop', u'pop', u'post-teen pop', u'viral pop']","pop",0.828,0.156,122.042,0.0413,0.00557,"0.000102","4",0.62,"10",205067,-4.685,0.564,"1","Aug","Summer"
2015-08-01,2015,"Little Toy Guns","carrie underwood","carrie underwood",47,73,18,86,"-13","[u'contemporary country', u'country', u'country dawn', u'dance pop', u'pop', u'post-teen pop']","country",0.868,0.0919,161.886,0.0603,0.00407,"1.98E-06","4",0.434,"7",210760,-1.208,0.204,"1","Aug","Summer"
2015-07-25,2015,"G.D.F.R.","flo rida","flo rida",8,47,35,47,"0","[u'dance pop', u'edm', u'pop', u'pop rap', u'post-teen pop']","rap",0.827,0.065,145.889,0.0734,0.000704,"0.00534","4",0.657,"5",190186,-4.036,0.69,"1","Jul","Summer"
2015-07-25,2015,"Smoke","a thousand horses","a thousand horses",47,92,20,94,"-2","[u'contemporary country', u'country road', u'lift kit', u'modern country rock']","country",0.784,0.385,150.013,0.0296,0.0417,"0.000172","4",0.429,"7",219080,-5.497,0.394,"1","Jul","Summer"
2015-07-25,2015,"Diamond Rings And Old Barstools","tim mcgraw","tim mcgraw",55,74,17,83,"-9","[u'contemporary country', u'country', u'country road']","country",0.497,0.116,71.026,0.0263,0.38,"8.49E-05","1",0.537,"5",198373,-6.323,0.344,"1","Jul","Summer"
